"v / cm^-1","I_Norm / AU"
"-265.84615","1.43377450079e-06"
"-265.34615","1.43703740449e-06"
"-264.84615","1.44031425093e-06"
"-264.34615","1.44360512376e-06"
"-263.84615","1.4469101073e-06"
"-263.34615","1.45022928648e-06"
"-262.84615","1.45356274691e-06"
"-262.34615","1.45691057484e-06"
"-261.84615","1.46027285719e-06"
"-261.34615","1.46364968156e-06"
"-260.84615","1.46704113621e-06"
"-260.34615","1.47044731011e-06"
"-259.84615","1.4738682929e-06"
"-259.34615","1.47730417493e-06"
"-258.84615","1.48075504723e-06"
"-258.34615","1.48422100156e-06"
"-257.84615","1.48770213041e-06"
"-257.34615","1.49119852695e-06"
"-256.84615","1.49471028513e-06"
"-256.34615","1.49823749961e-06"
"-255.84615","1.50178026579e-06"
"-255.34615","1.50533867984e-06"
"-254.84615","1.50891283867e-06"
"-254.34615","1.51250283998e-06"
"-253.84615","1.51610878223e-06"
"-253.34615","1.51973076465e-06"
"-252.84615","1.52336888728e-06"
"-252.34615","1.52702325094e-06"
"-251.84615","1.53069395726e-06"
"-251.34615","1.53438110869e-06"
"-250.84615","1.53808480849e-06"
"-250.34615","1.54180516074e-06"
"-249.84615","1.54554227038e-06"
"-249.34615","1.54929624317e-06"
"-248.84615","1.55306718573e-06"
"-248.34615","1.55685520554e-06"
"-247.84615","1.56066041097e-06"
"-247.34615","1.56448291122e-06"
"-246.84615","1.56832281643e-06"
"-246.34615","1.5721802376e-06"
"-245.84615","1.57605528664e-06"
"-245.34615","1.57994807639e-06"
"-244.84615","1.58385872058e-06"
"-244.34615","1.5877873339e-06"
"-243.84615","1.59173403197e-06"
"-243.34615","1.59569893136e-06"
"-242.84615","1.5996821496e-06"
"-242.34615","1.60368380518e-06"
"-241.84615","1.60770401759e-06"
"-241.34615","1.61174290728e-06"
"-240.84615","1.61580059573e-06"
"-240.34615","1.61987720539e-06"
"-239.84615","1.62397285977e-06"
"-239.34615","1.62808768339e-06"
"-238.84615","1.63222180179e-06"
"-238.34615","1.63637534159e-06"
"-237.84615","1.64054843047e-06"
"-237.34615","1.64474119715e-06"
"-236.84615","1.64895377147e-06"
"-236.34615","1.65318628434e-06"
"-235.84615","1.65743886779e-06"
"-235.34615","1.66171165494e-06"
"-234.84615","1.66600478008e-06"
"-234.34615","1.6703183786e-06"
"-233.84615","1.67465258705e-06"
"-233.34615","1.67900754317e-06"
"-232.84615","1.68338338584e-06"
"-232.34615","1.68778025514e-06"
"-231.84615","1.69219829236e-06"
"-231.34615","1.69663763999e-06"
"-230.84615","1.70109844174e-06"
"-230.34615","1.70558084257e-06"
"-229.84615","1.7100849887e-06"
"-229.34615","1.71461102758e-06"
"-228.84615","1.71915910798e-06"
"-228.34615","1.72372937991e-06"
"-227.84615","1.72832199473e-06"
"-227.34615","1.73293710511e-06"
"-226.84615","1.73757486502e-06"
"-226.34615","1.7422354298e-06"
"-225.84615","1.74691895617e-06"
"-225.34615","1.75162560219e-06"
"-224.84615","1.75635552732e-06"
"-224.34615","1.76110889243e-06"
"-223.84615","1.76588585982e-06"
"-223.34615","1.7706865932e-06"
"-222.84615","1.77551125776e-06"
"-222.34615","1.78036002012e-06"
"-221.84615","1.78523304842e-06"
"-221.34615","1.79013051226e-06"
"-220.84615","1.7950525828e-06"
"-220.34615","1.79999943268e-06"
"-219.84615","1.80497123613e-06"
"-219.34615","1.80996816892e-06"
"-218.84615","1.81499040841e-06"
"-218.34615","1.82003813357e-06"
